record_id,source,content,review_title,published_at,likes,shares,views,rating,travel_type,language,hashtag,discovery_term,video_id,video_caption,comment_date_text,product_id,product_title,app_id,source_url,retrieved_at,clean_text,analysis_text
tiktok:6b5962967ada47b0,tiktok_comment,klw di bikin seblak enak ngk ya😅,,,0,,,,,id,"#chinaexplore,#viralvideo,#foryoupage,#chinareels,#chinatiktok",#ExploreChina,7623511608341367808,#chinaexplore #viralvideo #foryoupage #chinareels #chinatiktok ,4-24,,,,https://www.tiktok.com/@best.nature.1/video/7623511608341368095/,2026-08-17 06:33:52.382387+00:00,klw di bikin seblak enak ngk ya,klw bikin seblak enak ngk ya
tiktok:6b630751c6acfd03,tiktok_comment,"посоветуйте, пожалуйста, где можно привязать карту МИР я и в вичате, и в алипей пробовала, нет...😭",,,0,,,,,ru,"#китай,#шанхай,#азия,#путешествия,#пекин",#ChinaTravel,7655316939224599552,"Ещё 3 полезных совета для первой поездки в Китай👇🏼 🔌 Розетки Если не хочешь остаться без зарядки, возьми переходник. В Китае другой тип розеток (I), поэтому европейская вилка подходит не всегда.  📲 Павербанк В Китае все через телефон: переводчик, оплата, навигация и миллион фотографий — поэтому павербанк точно пригодится. Только проверь заранее, чтобы была маркировка «CCC» — иначе изымут в аэропорту. 🚇 Метро Не игнорируй метро — в Китае это один из самых удобных и дешёвых способов передвижения. Оплачивать поездки можно прямо через Alipay: достаточно создать транспортную карту и сканировать QR-код на входе и выходе. ℹ️ А в следующем видео покажу пошагово, как открыть транспортную карту в Китае за пару минут. Подпишись, чтобы не пропустить. #китай #шанхай #азия #путешествия #пекин ",7-13,,,,https://www.tiktok.com/@kseniya_the_explorer/video/7655316939224599828/,2026-07-25 08:50:16.170618+00:00,"посоветуйте, пожалуйста, где можно привязать карту МИР я и в вичате, и в алипей пробовала, нет...",посоветуйте пожалуйста привязать карту мир вичате алипей пробовала
tiktok:6b6a6476f8302b35,tiktok_comment,Muốn đi tq du lịch mà ko biết hết nhiều tiền ko🥲,,,0,,,,,vi,"#dulichtrungquoc,#trungquoc,#tourtrungquoc,#namkinh,#motgoctrunghoa",#ChinaTravel,7663714832528575488,"Mùa thu cỡ này, bảo sao lại không mê cho được😛 #dulichtrungquoc #trungquoc #tourtrungquoc #namkinh #motgoctrunghoa ",16h ago,,,,https://www.tiktok.com/@motgoctrunghoa/video/7663714832528575762/,2026-07-23 05:43:56.330336+00:00,Muốn đi tq du lịch mà ko biết hết nhiều tiền ko,muốn đi tq du lịch mà ko biết hết nhiều tiền ko
tiktok:6b6b79fdd3b08816,tiktok_comment,ya Tuhan kaya'kanlah suamiku biar bisa beliin tiket wisata buatku ke china 🤲🏻🙏,,,0,,,,,id,"#travelchina,#hike,#meme,#chinatrip,#travelguide",#TravelChina,7660039788187339776,"Hiking done right! No matter how reserved a lady is, she’ll crack up at the Tianzhu Mountain boy crew.See our travel plan and total cost.Send arrival date & group size. Custom private tours in China for a hassle-free trip.#travelchina #hike #meme #chinatrip #travelguide ",7-12,,,,https://www.tiktok.com/@traveltochina666/video/7660039788187340052/,2026-07-23 06:06:38.189811+00:00,ya Tuhan kaya'kanlah suamiku biar bisa beliin tiket wisata buatku ke china,ya tuhan kaya'kanlah suamiku biar beliin tiket wisata buatku china
tiktok:6b6cb4b979c1cb37,tiktok_comment,Pls location and price 🥰,,,0,,,,,en,"#china,#Travel,#Guangzhou,#food,#TourGuide",#ChinaTravel,7646735833076075520,Ever eaten wiht your feet in the water?#china #Travel #Guangzhou #food #TourGuide ,6-3,,,,https://www.tiktok.com/@eunices.guangzhou/video/7646735833076075807/,2026-07-24 07:45:02.122954+00:00,Pls location and price,pls location price
tiktok:6b702b60ea1d25cc,tiktok_comment,Pesquisaram China ?,,,0,,,,,en,"#chinatravel,#travelchina,#harbinchina,#dartripph,#batanglatagaw",#ChinaTravel,7659369975798434816,Hot spring in the middle of freezing weather in Harbin China 🥶 join my tour (january 5-9 or january 15-19 2027) DM me or @dartrip.ph to book ur slot. Use “EDWARD” and get 5% off! #chinatravel #travelchina #harbinchina #dartripph #batanglatagaw ,2d ago,,,,https://www.tiktok.com/@edwardangeloc/video/7659369975798435092/,2026-08-17 08:01:51.796687+00:00,Pesquisaram China ?,pesquisaram china
tiktok:6b734996f2cdcbd4,tiktok_comment,It looks unreal 😍,,,0,,,,,en,"#travel,#china",#ChinaTravel,7611416483410791424,#travel #china ,4-13,,,,https://www.tiktok.com/@llw12559p5s/video/7611416483410791694/,2026-07-23 05:45:57.908412+00:00,It looks unreal,looks unreal
tiktok:6b7e13f0bf73e8f9,tiktok_comment,"TQ rất giỏi,chắc chắn rồi,nhưng có 1 điều là những gì tq làm đc hầu như là coppy của phương tây😃",,,0,,,,,vi,"#travelling,#china,#traveltok,#travellife,#asia",#ChinaTravel,7497907940964322304,We arrived in China and is blowing our minds 🤯🇨🇳 #travelling #china #traveltok #travellife #asia ,2025-5-3,,,,https://www.tiktok.com/@theoandrodrigo/video/7497907940964322582/,2026-07-24 09:15:27.853873+00:00,"TQ rất giỏi,chắc chắn rồi,nhưng có 1 điều là những gì tq làm đc hầu như là coppy của phương tây",tq rất giỏi chắc chắn rồi nhưng có điều là những gì tq làm đc hầu như là coppy của phương tây
tiktok:6b7e8b7975d1d624,tiktok_comment,Please tell me this isn’t A.I. because I am about to start planning my 55th birthday trip to this place.🙏🏽🙏🏽🙏🏽❤️😍,,,0,,,,,en,"#chongqing,#chongqingcity,#chongqingtravel,#cyberpunk,#chongqingcyberbunk",#ChinaTravel,7642167941840063488,"📍Chongqing, China is absolutely unreal and beautiful! 🌟🇨🇳 it’s  definitely a one-of-a-kind city that lights up at night and becomes an iconic, cyberpunk cityscape 🌆🌟 #chongqing #chongqingcity #chongqingtravel #cyberpunk #chongqingcyberbunk ",7-5,,,,https://www.tiktok.com/@hannah_n22/video/7642167941840063758/,2026-07-24 08:40:42.650762+00:00,Please tell me this isn’t A.I. because I am about to start planning my 55th birthday trip to this place. ️,please tell start planning 55th birthday trip
tiktok:6b7f6a2c3f773148,tiktok_comment,"looking for a friend for my trip to Shanghai!! 19-23 august, eng or russian speakers🥹",,,0,,,,,en,"#shanghai,#visitchina,#asialife,#chinatravel,#shanghaiguide",#VisitChina,7647073196872666112,The best photo spot in Shanghai 🇨🇳📸 #shanghai #visitchina #asialife #chinatravel #shanghaiguide ,6-10,,,,https://www.tiktok.com/@herlife_inasia/video/7647073196872666390/,2026-08-17 07:33:42.328947+00:00,"looking for a friend for my trip to Shanghai!! 19-23 august, eng or russian speakers",looking friend trip shanghai august eng russian speakers
tiktok:6b80ded4d1dd08da,tiktok_comment,地震きたら詰みそうw,,,0,,,,,ja,"#中国旅行,#海外旅行,#中国語,#世界旅行,#上海",#TravelChina,7567295787043130368,人生で一度は行って見たい「崖の上にある本屋さん」とは？✨ #中国旅行 #海外旅行 #中国語 #世界旅行 #上海 ,2025-11-2,,,,https://www.tiktok.com/@benilizchan/video/7567295787043130644/,2026-07-23 06:07:02.451009+00:00,地震きたら詰みそうw,地震きたら詰みそうw
tiktok:6ba5eb9e09b85d5e,tiktok_comment,so beautiful that's why i like their colossal drama,,,0,,,,,en,"#葛仙村,#ge,#江西上饶,#jiangxiprovince,#wolink,#chinatravel,#chinanature,#explorechina,#travel,#fyp,#tiktoktravel,#VisitChina,#ChinaTourism,#travelbucketlist",#ExploreChina,7623659815482543104,"Gexian Village at night: A magical Taoist fairyland with thousands of lanterns, glowing pagodas & dreamy light shows. #葛仙村 #ge'sfairyvillage #江西上饶 #jiangxiprovince #wolink #chinatravel #chinanature #explorechina #travel #fyp #tiktoktravel #VisitChina #ChinaTourism #travelbucketlist ",5-9,,,,https://www.tiktok.com/@lamartin183/video/7623659815482543374/,2026-07-25 08:43:03.801577+00:00,so beautiful that's why i like their colossal drama,beautiful like colossal drama
tiktok:6bbfa18306a01f6a,tiktok_comment,Came on month July... omg can't do anything much as weather was super heat !,,,0,,,,,en,"#chongqing,#chongqingtravel,#chongqingtour,#chongqingitinerary,#chongqingguide",#ChinaTour,7660198616237149184,10 things to do in Chongqing message for private tour #chongqing #chongqingtravel #chongqingtour #chongqingitinerary #chongqingguide ,7-11,,,,https://www.tiktok.com/@chongqing_insights/video/7660198616237149454/,2026-08-17 07:45:45.478193+00:00,Came on month July... omg can't do anything much as weather was super heat !,came month july omg anything much weather super heat
tiktok:6bd7a57dcd1ee888,tiktok_comment,Can’t wait to see travel vlogs!!!,,,0,,,,,en,"#china,#traveling,#asia,#hongkong,#guangzhou",#ChinaTravel,7665430284598266880,Going to China !!!! Super excited !! #china #traveling #asia #hongkong #guangzhou ,1d ago,,,,https://www.tiktok.com/@itsdrayamichele/video/7665430284598267166/,2026-07-24 07:43:19.924341+00:00,Can’t wait to see travel vlogs!!!,wait see travel vlogs
tiktok:6bda105476f53c0c,tiktok_comment,What if i have a red car,,,0,,,,,en,"#China,#Chinese,#travel,#watermelon",#TravelChina,7652209936830581760,How to cut watermelon in China #China#Chinese#travel #watermelon #travel ,6-18,,,,https://www.tiktok.com/@jintaozhang0607/video/7652209936830582030/,2026-08-17 06:43:33.970323+00:00,What if i have a red car,red car
tiktok:6bddb7d530a907de,tiktok_comment,ปาโท....อยากไปจัง😁,,,0,,,,,th,"#TianzhuMountain,#天柱山,#安徽旅游,#เที่ยวจีน,#จากไทยไปจีน",#ChinaTour,7674808291830057984,ขึ้นเขาที่จีนครั้งนี้…ไม่ได้เดินคนเดียว 😳 เพราะมี 帅哥陪爬 หนุ่มหล่อพาเดินขึ้นเขา ⛰️ ที่ 天柱山 ใครจะเลือกกระเช้า หรือเลือกหนุ่มหล่อ? 😂 #TianzhuMountain #天柱山 #安徽旅游 #เที่ยวจีน #จากไทยไปจีน ,38m ago,,,,https://www.tiktok.com/@china_byhightour/video/7674808291830058260/,2026-08-17 07:58:11.446945+00:00,ปาโท..อยากไปจัง,ปาโท
tiktok:6bdff20b7f4e4e7c,tiktok_comment,America is a third world country compared to china,,,0,,,,,en,"#traveltiktok,#chinatravel,#beardedtravels,#explore,#fyp",#ChinaTravel,7559894858245229568,"POV: You realised China is living 50 years ahead of the west, their technology is so advanced #traveltiktok #chinatravel #beardedtravels #explore #fyp ",2025-10-31,,,,https://www.tiktok.com/@beardedtravels/video/7559894858245229846/,2026-07-25 08:51:17.171381+00:00,America is a third world country compared to china,america third world country compared china
tiktok:6beb7ac743155606,tiktok_comment,Je serai en Chine 🇨🇳 en 2026 🙏,,,0,,,,,en,"#china,#travel,#zhangjiajie,#furongtown,#chongqing,#chengdu,#shanghai,#wulong,#wangxian",#ChinaTravel,7521403255327312896,"Thinking of visiting China? Here are 8 places to visit that blew my mind! If you’re planing to visit all these spots, make sure to plan time 1. Wangxian Valley 2. Zhangjiajie (Sky Garden & Tianmen Mountain) 3. Furong Town 4. Wulong (Three Natural Bridges) 5. Chongqing (Hongyadong) 6. Guilin (Yangshuo) 7. Chengdu (Tianfu International Finance Centre & Dujiangyan Zhongshuge) 8. Shanghai (The Bund & Disneyland) #china #travel #zhangjiajie #furongtown #chongqing #chengdu #shanghai #wulong #wangxian",2025-7-7,,,,https://www.tiktok.com/@lifewithelliott/video/7521403255327313208/,2026-07-25 08:46:57.973720+00:00,Je serai en Chine en 2026,je serai en chine en
tiktok:6bf610dcffc1f667,tiktok_comment,gexian village,,,0,,,,,en,"#葛仙村,#ge,#江西上饶,#jiangxiprovince,#wolink,#chinatravel,#chinanature,#explorechina,#travel,#fyp,#tiktoktravel,#VisitChina,#ChinaTourism,#travelbucketlist",#ExploreChina,7623659815482543104,"Gexian Village at night: A magical Taoist fairyland with thousands of lanterns, glowing pagodas & dreamy light shows. #葛仙村 #ge'sfairyvillage #江西上饶 #jiangxiprovince #wolink #chinatravel #chinanature #explorechina #travel #fyp #tiktoktravel #VisitChina #ChinaTourism #travelbucketlist ",5-26,,,,https://www.tiktok.com/@lamartin183/video/7623659815482543374/,2026-07-25 08:43:03.801577+00:00,gexian village,gexian village
tiktok:6c009c040b31377c,tiktok_comment,May i know if anyone suggest halal restaurant too in dianpin?,,,0,,,,,en,"#chinatravel,#chinatrip,#travelinchina",#ChinaTravel,7661098366062906368,Travel like a local 😃 Part 3? #chinatravel #chinatrip #travelinchina ,7-11,,,,https://www.tiktok.com/@midiforreal/video/7661098366062906645/,2026-07-24 07:31:08.227054+00:00,May i know if anyone suggest halal restaurant too in dianpin?,may know anyone suggest halal restaurant dianpin
tiktok:6c0b649db4e205c8,tiktok_comment,I heard those are college boys doing their summer job.,,,0,,,,,en,"#travelguide,#Chinatravel,#asianboy,#hiking,#chinahiking",#ChinaTravel,7654782158065683456,When you go mountain climbing in China but don't want to get too tired......#travelguide #Chinatravel #asianboy #hiking #chinahiking ,7-1,,,,https://www.tiktok.com/@jessi_guangzhou_tour/video/7654782158065683726/,2026-07-24 07:46:44.414119+00:00,I heard those are college boys doing their summer job.,heard college boys summer job
tiktok:6c0c721e56b41124,tiktok_comment,Amazing place! 🔥,,,0,,,,,en,"#shanghai,#china,#1000trees,#travel,#fyp",#ChinaTravel,7641923896073014272,"when real life looks like AI!!! 🤯 📍1000 Trees, Shanghai China #shanghai #china #1000trees #travel #fyp",5-26,,,,https://www.tiktok.com/@_sofiaarlegui/video/7641923896073014535/,2026-08-17 07:15:05.773733+00:00,Amazing place!,amazing place
tiktok:6c1112caae6c5ddd,tiktok_comment,better than USA,,,0,,,,,en,,#ExploreChina,7662346873310694400,,1d ago,,,,https://www.tiktok.com/@travisleon1/video/7662346873310694678/,2026-07-23 05:57:42.474418+00:00,better than USA,better usa
tiktok:6c1aa4561d05ee9d,tiktok_comment,wow this makes my 100 degree hot during summer cooler lol😂🥰,,,0,,,,,en,"#xuexiangsnowvillage,#heilongjiang,#harbin,#travel,#fairyland",#ExploreChina,7653400703884413952,"🇨🇳 China Snow Town (Xuexiang), located about 300 kilometers southeast of Harbin in Shuangfeng National Forest Park, Heilongjiang Province, China, is a fairytale winter village. Famous for its thick, mushroom-shaped snowdrifts and red lanterns, this destination offers a fairytale-like charm, especially at night. Due to its geographical location, the village receives extremely thick snow accumulation for almost seven months of the year (from November to May). 🇨🇳 #xuexiangsnowvillage #heilongjiang #harbin #travel #fairyland ",6-27,,,,https://www.tiktok.com/@l1m_888_/video/7653400703884414226/,2026-07-23 05:53:14.951135+00:00,wow this makes my 100 degree hot during summer cooler lol,wow makes degree hot summer cooler lol
tiktok:6c1d28e57d2e4506,tiktok_comment,О даааа Китай только приехала от туда с мамой,,,0,,,,,ru,"#chinatiktok,#shanghai,#chinatravel",#ChinaTravel,7572195760922479616,"📍north bund | shanghai, china #chinatiktok #shanghai #chinatravel ",2025-12-10,,,,https://www.tiktok.com/@strawberrylover524/video/7572195760922479886/,2026-07-24 08:51:48.905541+00:00,О даа Китай только приехала от туда с мамой,даа китай приехала туда мамой
tiktok:6c212ed9eda5b26c,tiktok_comment,i have to larp,,,0,,,,,en,"#chengdu,#Dujiangyan,#Dujiangyanzhongshuge,#china,#travel",#ChinaTravel,7631389285031201792,Could get lost here #chengdu #Dujiangyan #Dujiangyanzhongshuge #china #travel ,5-1,,,,https://www.tiktok.com/@ethanwonline/video/7631389285031202070/,2026-07-24 08:52:08.813248+00:00,i have to larp,larp
tiktok:6c3358d05c4c9405,tiktok_comment,Niesamowite!,,,0,,,,,en,"#china,#beauty,#travel,#amazing",#ChinaTravel,7663366594881457152,"Spanning a hundred-meter-deep gorge, the stunning glass Ruyi Bridge at Shenxianju terrifies most travelers; only a tiny fraction can cross steadily, leaving many scrambling along its railings out of fear.#china #beauty #travel #amazing ",1d ago,,,,https://www.tiktok.com/@poetic.china/video/7663366594881457430/,2026-07-24 07:42:10.916055+00:00,Niesamowite!,niesamowite
tiktok:6c3a8b282b18dcbb,tiktok_comment,เคยไป ใช้ได้ครับ,,,0,,,,,th,"#shenzhen,#chinatravel,#travelguide,#shenzhenchina,#china",#ChinaTravel,7623090375514721280,"First time in Shenzhen, China 2026 already chilling! 🛋️🎨🏞️🖼️👀✨these are my favorite spots — art museums, malls, creative spaces & park vibesss ชอบบบบมากก มัดรวมแบบเร็วๆ 🫶🏻 🌟(Save this video for your future trip!) 📍Copy Locations in Amap or Baidu Apps - Shenzhen Culture Square (深圳湾文化广场) - Shenzhen Bay Park (深圳湾公园弯月山谷) - Mixc World in Shenzhen Bay / Pink Street (深圳湾文化广场b1粉红大街) - The Mixc World  (深圳万象天地北区水广场NL199 1-3楼) - UpperHills  (福田皇岗路深业上城) - OCT Loft Creative Park (华侨城Loft C区停车场) - Gangxia North Subway St. (深圳岗厦北地铁站) - Sea world Culture and Arts Center (海上世界艺术文化中心) #shenzhen #chinatravel #travelguide #shenzhenchina #china ",4-12,,,,https://www.tiktok.com/@aungainggng/video/7623090375514721544/,2026-08-17 07:14:06.341375+00:00,เคยไป ใช้ได้ครับ,เคยไป
tiktok:6c444615b3ce9782,tiktok_comment,Himmelstempel,,,0,,,,,en,"#beijingtrip,#beijingtravel,#travelchina,#chinatravel,#visitbeijing",#ChinaTravel,7619897850587073536,"Don’t forget to save, share, and follow this content for your next trip to Beijing! ✨ #beijingtrip #beijingtravel #travelchina #chinatravel #visitbeijing ",3h ago,,,,https://www.tiktok.com/@vanishaoctaviana/video/7619897850587073813/,2026-08-16 15:04:33.602729+00:00,Himmelstempel,himmelstempel
tiktok:6c4615d9322474bc,tiktok_comment,daerah mn aja,,,0,,,,,en,"#Shanghai,#PrivateTourChina,#BusinessTourChina,#TurChina,#ChinaTravel",#ChinaTour,7608917596594883584,"Selamat datang di China by Locals! Kami hadir dengan satu tujuan sederhana — memperkenalkan China yang sesungguhnya, melalui sudut pandang warga lokal dan kisah nyata dari mereka yang mengenalnya paling baik🇨🇳 Baik kamu sedang merencanakan perjalanan seru ala lokal maupun membutuhkan pendampingan profesional untuk urusan bisnis, kami siap membantu🙏 DM kami di Instagram dan mari mulai perjalananmu di China!🤗 #Shanghai #PrivateTourChina #BusinessTourChina #TurChina #ChinaTravel",2-21,,,,https://www.tiktok.com/@chinabylocals/video/7608917596594883847/,2026-08-17 07:46:13.446343+00:00,daerah mn aja,daerah mn aja
tiktok:6c4f54612b60eb67,tiktok_comment,China has developed so much in just a few decades. I'm a Thai person who enjoys traveling to China and witnessing their progress. Thank you for the great video.,,,0,,,,,en,"#fyp,#tellme,#traveltiktok,#china,#hainan",#ChinaTravel,7661699573282278400,"Can you believe that this is the real China  China is not the country that the west has told us it is, at least from a tourist perspective. When i orginally came here i was nervous, hesitant, I didn’t know what to expect.  But now i have been to 15 cities, almost 10 provinces, spoke with hundreds of people, and learned that China is like every other country in the world. It has people that work, laugh, talk, vacation, it’s a normal place.  This is Sanya in Hainan #fyp #tellme #traveltiktok #china #hainan ",7-13,,,,https://www.tiktok.com/@christian.grossi/video/7661699573282278686/,2026-07-24 07:36:00.279442+00:00,China has developed so much in just a few decades. I'm a Thai person who enjoys traveling to China and witnessing their progress. Thank you for the great video.,china developed much thai person enjoys traveling china witnessing thank great video
tiktok:6c5376ebf09a8343,tiktok_comment,Ya me estrese y no pienso ir nunca a china,,,0,,,,,es,"#china,#axm,#axmchina",#VisitChina,7574930611190631424,Si viajas a #china esto tienes que saber #axm #axmchina ,2025-11-21,,,,https://www.tiktok.com/@alanporelmundo/video/7574930611190631702/,2026-08-17 06:46:12.964406+00:00,Ya me estrese y no pienso ir nunca a china,estrese pienso ir nunca china
tiktok:6c5bae701f6e1fc5,tiktok_comment,I love china so fucking much,,,0,,,,,en,"#chongqing,#spots,#cyberpunk,#deyiworld,#travel",#ChinaTravel,7668001180592737280,china is so underrated bro #chongqing guide #spots  #cyberpunk city view #deyiworld #travel ,8-3,,,,https://www.tiktok.com/@llumarshh/video/7668001180592737568/,2026-08-16 14:59:55.205472+00:00,I love china so fucking much,love china fucking much
tiktok:6c5fae6c4eca873e,tiktok_comment,Me living in Ekiti,,,0,,,,,en,"#shenzhen,#shenzhenchina,#lifeinchina,#travelchina,#livinginchina",#ChinaTravel,7656384468005014528,The science and technology museum in Shenzhen China is huge!!!! #shenzhen #shenzhenchina #lifeinchina #travelchina #livinginchina ,7-1,,,,https://www.tiktok.com/@bradinchina/video/7656384468005014805/,2026-07-24 07:37:09.921733+00:00,Me living in Ekiti,living ekiti
tiktok:6c6d831630e81f64,tiktok_comment,Just love it! 😃,,,0,,,,,en,"#Wuyuan,#JiangnanTravel,#ChineseStyleGem,#MistyWuyuan",#TravelChina,7638107057895345152,"Rainy days in Wuyuan are pure magic! Misty fog drapes over ancient Jiangnan water town, stone bridges, running streams and old folk houses straight out of a Chinese ink painting, full of quiet charm and storybook vibes that heal your whole soul #Wuyuan #JiangnanTravel #ChineseStyleGem #MistyWuyuan",6-30,,,,https://www.tiktok.com/@loka.chinese.travel/video/7638107057895345421/,2026-08-17 07:20:45.549036+00:00,Just love it!,love
tiktok:6c6fcef97b1880cd,tiktok_comment,Hong Kong to shenzhen to guangzhou is a smoother transition. Everything you said applies and you can use tap with international cards on the subway. Shanghai is just a better city.,,,0,,,,,en,"#china,#shanghai,#backpacking,#travel,#traveltok",#ExploreChina,7671770336022563840,"This is why Shanghai, China 🇨🇳 should be your first city within the country! #china #shanghai #backpacking #travel #traveltok ",8-9,,,,https://www.tiktok.com/@theyorkertravels/video/7671770336022564109/,2026-08-17 06:30:49.510048+00:00,Hong Kong to shenzhen to guangzhou is a smoother transition. Everything you said applies and you can use tap with international cards on the subway. Shanghai is just a better city.,hong kong shenzhen guangzhou smoother everything said applies use tap international cards shanghai better city
tiktok:6c83c5c95aa60c92,tiktok_comment,Đẹp thật,,,0,,,,,vi,"#gexianvillage,#shangrao,#jiangxi,#donghua,#fairyland",#VisitChina,7655486962983291904,"🇨🇳 Gexian Fairy Village (Gexian Village / 葛仙村) is a popular Song Dynasty-style cultural tourism destination located at the foot of Mount Gexian in Shangrao City, Jiangxi Province, China. The site is renowned for evoking the mystical atmosphere of the *Jianghu* (martial arts world) and *Xianxia* (fantasy fairyland) genres. Rooted in Taoist cultural heritage, the village blends classic Jiangnan architecture and stunning mountain landscapes with immersive night-time light show technology. 🇨🇳 #gexianvillage #shangrao #jiangxi #donghua #fairyland ",7-10,,,,https://www.tiktok.com/@l1m_888_/video/7655486962983292167/,2026-08-17 06:46:43.781729+00:00,Đẹp thật,đẹp thật
tiktok:6c8a64a92d238c1a,tiktok_comment,God when will I go 😭😭😭😭😭 I love China ❤️🇨🇳,,,0,,,,,en,"#shenzhen,#shenzhenchina,#lifeinchina,#travelchina,#livinginchina",#ChinaTravel,7656384468005014528,The science and technology museum in Shenzhen China is huge!!!! #shenzhen #shenzhenchina #lifeinchina #travelchina #livinginchina ,6-29,,,,https://www.tiktok.com/@bradinchina/video/7656384468005014805/,2026-07-24 07:37:09.921733+00:00,God when will I go I love China ️,god go love china
tiktok:6c915121d25b3b5a,tiktok_comment,我想在微信上交朋友,,,0,,,,,ko,"#China,#ChinaTravel,#chinalife,#shanghai,#lifeinchina",#ChinaTravel,7661464032515230720,2am Shanghai wander🌃 #China #ChinaTravel #chinalife #shanghai #lifeinchina ,5d ago,,,,https://www.tiktok.com/@themandarinpath/video/7661464032515230989/,2026-07-23 05:38:45.298238+00:00,我想在微信上交朋友,我想在微信上交朋友
tiktok:6c93664d5f6ffb37,tiktok_comment,the best of asia ( im from thai n this is my personal opinion.),,,0,,,,,en,"#travel,#china,#chongqing,#fyp,#night",#TravelChina,7671784627790466048,Chongqing on top  #travel #china #chongqing #fyp #night ,3d ago,,,,https://www.tiktok.com/@tayumabroad/video/7671784627790466336/,2026-08-17 07:21:34.060355+00:00,the best of asia ( im from thai n this is my personal opinion.),best asia im thai personal opinion
tiktok:6c9b2df22d5347e4,tiktok_comment,To go to dianping is too much work tryi to find anything 😩,,,0,,,,,en,"#chinatravel,#chinatrip,#travelinchina",#ChinaTravel,7661098366062906368,Travel like a local 😃 Part 3? #chinatravel #chinatrip #travelinchina ,7-11,,,,https://www.tiktok.com/@midiforreal/video/7661098366062906645/,2026-07-24 07:31:08.227054+00:00,To go to dianping is too much work tryi to find anything,go dianping much work tryi find anything
tiktok:6cab4570e42c8c07,tiktok_comment,Do you have some recommendations for china? 🫶🏻💕 I’ll go there in september,,,0,,,,,en,"#shanghai,#china,#chinatravel,#traveldiaries,#thebund",#ChinaTravel,7654808062875749376,2026 is for chinamaxxing #shanghai #china #chinatravel #traveldiaries #thebund ,3d ago,,,,https://www.tiktok.com/@gretelrue/video/7654808062875749654/,2026-07-23 05:48:30.346503+00:00,Do you have some recommendations for china? 🫶 I’ll go there in september,recommendations china go september
tiktok:6cace7e79a1558ab,tiktok_comment,Imagine getting of a 14 hour shift and seeing this,,,0,,,,,en,"#china,#travel,#aliencat",#ChinaTravel,7670034289563667456,#china #travel #aliencat ,8-5,,,,https://www.tiktok.com/@awa.mp4/video/7670034289563667734/,2026-08-17 07:41:00.887224+00:00,Imagine getting of a 14 hour shift and seeing this,imagine getting hour shift seeing
tiktok:6cb0cfb6e46d8dd3,tiktok_comment,it's my dream to visit china,,,0,,,,,en,"#travelchina,#chinatravel,#traveltiktok,#Shanghai,#guangzhou",#ChinaTravel,7606175672490298368,11-day popular travel route in China.Guangzhou-Guizhou-Shangrao-Shanghai#travelchina #chinatravel #traveltiktok #Shanghai #guangzhou ,4-21,,,,https://www.tiktok.com/@intotravelchina/video/7606175672490298655/,2026-07-23 05:37:21.108511+00:00,it's my dream to visit china,dream visit china
tiktok:6ccdda00b89beca4,tiktok_comment,can we stay on there 24h?,,,0,,,,,en,"#china,#chinatravel,#chinatrip,#24hourspa,#buffet",#ChinaTravel,7637473275857226752,everything i ate at a 24 hour luxury spa in china ✨🦀 #china #chinatravel #chinatrip #24hourspa #buffet ,7-22,,,,https://www.tiktok.com/@eatswithclaire/video/7637473275857227015/,2026-08-17 07:16:17.057584+00:00,can we stay on there 24h?,stay 24h
tiktok:6cce8890892dc012,tiktok_comment,I bet the dating scene amongst staff is crazy,,,0,,,,,en,"#Yunnan,#kunming,#themepark,#ChinaTravel,#china",#TravelChina,7666016182490631168,"This is a real-life fairy tale kingdom in Yunnan, China — Kingdom of the Little People Theme Park. All castles and houses here are built in miniature sizes. More importantly, the park provides steady jobs for over a hundred people with dwarfism. They work as performers and are the true owners of this park, finding equality and a sense of belonging here. #Yunnan #kunming #themepark #ChinaTravel #china ",4d ago,,,,https://www.tiktok.com/@meetpanda/video/7666016182490631431/,2026-08-17 08:03:43.251563+00:00,I bet the dating scene amongst staff is crazy,bet dating scene amongst staff crazy
tiktok:6cd8f507009e1582,tiktok_comment,Kalo cuma 11 jam di beijing cukup gak ya waktu nya buat ke great wall?,,,0,,,,,id,"#beijingtrip,#beijingtravel,#travelchina,#chinatravel,#visitbeijing",#ChinaTravel,7619897850587073536,"Don’t forget to save, share, and follow this content for your next trip to Beijing! ✨ #beijingtrip #beijingtravel #travelchina #chinatravel #visitbeijing ",3-22,,,,https://www.tiktok.com/@vanishaoctaviana/video/7619897850587073813/,2026-08-16 15:04:33.602729+00:00,Kalo cuma 11 jam di beijing cukup gak ya waktu nya buat ke great wall?,kalo jam beijing gak ya nya great wall
tiktok:6cdab07f78d2385d,tiktok_comment,quid in pound shop,,,0,,,,,en,"#china,#village,#foryoupage❤️❤️,#fyp,#foryou",#ExploreChina,7601222275106409472,Explore this amazing Chinese Craft 😍 #china #village #foryoupage❤️❤️ #fyp #foryou ,2-4,,,,https://www.tiktok.com/@thecraftstudio2026/video/7601222275106409750/,2026-07-23 05:51:18.400575+00:00,quid in pound shop,quid pound shop
